article,author,url,DOI,year
Improve Transparency and Credibility of Students' Educational Records using School Operated Blockchain System,"Dequn Teng;
Tianshuo Yang;
Yong Yue;
Qiuyu Chen;
Xin Huang;
Chuanyu Dai",https://ieeexplore.ieee.org/document/9476938/,10.1109/ICICT52872.2021.00050,Year: 2021
Electronic Voting Using Blockchain And Smart Contracts: Proof Of Concept,"Fáber D. Giraldo;
Barbosa Milton C.;
Carlos E. Gamboa",https://ieeexplore.ieee.org/document/9387645/,10.1109/TLA.2020.9387645,Year: 2020
Internet of Vehicles Energy Transaction Security Based on Alliance Blockchain,"Ming Hu;
Hanlin Chen;
Hui Yan;
Ping Yu",https://ieeexplore.ieee.org/document/9539318/,10.1109/ICVRIS51417.2020.00195,Year: 2020
Blockchain application in accounting and auditing: a bibliometric and systemic analysis,"Brito-Sánchez Alex;
Cuenca-Jiménez María Teresa;
Valle-Carrión Liz;
Pardo-Cueva Mariuxi",https://ieeexplore.ieee.org/document/9820298/,10.23919/CISTI54924.2022.9820298,Year: 2022
Blockchain and Decentralized Modeling for Corporate Tax Planning,Ruipeng Gu,https://ieeexplore.ieee.org/document/9544600/,10.1109/ICIRCA51532.2021.9544600,Year: 2021
Enrichment of Blockchain Transaction Management with Semantic Triples,"Kosala Yapa Bandara;
Subhasis Thakur;
John Breslin",https://ieeexplore.ieee.org/document/9284790/,10.1109/Blockchain50366.2020.00030,Year: 2020
Toward a Decentralized Marketplace for Self-Maintaining Machines,"Daniel Miehle;
Matthias M. Meyer;
Andre Luckow;
Bernd Bruegge;
Michael Essig",https://ieeexplore.ieee.org/document/8946155/,10.1109/Blockchain.2019.00066,Year: 2019
Lockless Transaction Isolation in Hyperledger Fabric,"Hagar Meir;
Artem Barger;
Yacov Manevich;
Yoav Tock",https://ieeexplore.ieee.org/document/8946157/,10.1109/Blockchain.2019.00017,Year: 2019
ClaimChain: Secure Blockchain Platform for Handling Insurance Claims Processing,"Naga Ramya Bhamidipati;
Varsha Vakkavanthula;
George Stafford;
Masrik Dahir;
Roshan Neupane;
Ernest Bonnah;
Songjie Wang;
J. V. R. Murthy;
Khaza Anuarul Hoque;
Prasad Calyam",https://ieeexplore.ieee.org/document/9680598/,10.1109/Blockchain53845.2021.00019,Year: 2021
DevLeChain - An Open Blockchain Development Platform for Decentralized Applications,"Wei-Yang Chiu;
Weizhi Meng",https://ieeexplore.ieee.org/document/9881609/,10.1109/Blockchain55522.2022.00031,Year: 2022
Full-Stack Hierarchical Fusion of Static Features for Smart Contracts Vulnerability Detection,"Wanqing Jie;
Arthur Sandor Voundi Koe;
Pengfei Huang;
Shiwen Zhang",https://ieeexplore.ieee.org/document/9680540/,10.1109/Blockchain53845.2021.00091,Year: 2021
